Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
25,No,Non-Travel,Research & Development,5,Life Sciences,2,Male,4,2,Healthcare Representative,1,4000,1,No,12,3,6
40,No,Non-Travel,Research & Development,9,Other,3,Male,3,2,Laboratory Technician,3,3975,3,No,11,3,8
33,Yes,Travel_Rarely,Research & Development,10,Medical,1,Male,1,1,Laboratory Technician,4,3408,7,No,13,3,4
35,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Male,1,2,Research Scientist,4,6646,1,No,13,3,17
41,No,Travel_Rarely,Research & Development,12,Life Sciences,2,Male,3,1,Laboratory Technician,4,4766,3,Yes,11,3,1
33,No,Travel_Rarely,Research & Development,9,Medical,1,Male,3,1,Research Scientist,4,2781,0,No,13,3,14
35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,3,2,Healthcare Representative,3,5689,1,Yes,14,3,10
33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,3,3,Research Director,3,11691,0,No,11,3,13
55,No,Travel_Frequently,Research & Development,18,Medical,3,Male,3,2,Healthcare Representative,2,6385,3,Yes,14,3,8
35,Yes,Travel_Frequently,Research & Development,25,Life Sciences,4,Female,3,1,Research Scientist,2,2022,1,Yes,19,3,10
27,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,2,3,Research Director,4,12808,1,Yes,16,3,9
31,Yes,Travel_Rarely,Human Resources,18,Human Resources,4,Male,4,1,Human Resources,1,2956,0,No,17,3,1
40,No,Travel_Rarely,Sales,9,Medical,1,Male,3,2,Sales Executive,1,5473,0,No,12,3,8
42,No,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,3,2,Research Scientist,1,5410,6,Yes,17,3,4
47,No,Non-Travel,Research & Development,14,Technical Degree,3,Male,3,2,Research Scientist,2,5467,8,No,18,3,8
35,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,3,1,Research Scientist,3,3506,0,Yes,14,3,3
34,Yes,Travel_Rarely,Research & Development,6,Medical,2,Male,3,1,Research Scientist,1,2960,2,No,11,3,4
40,Yes,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,3,1,Laboratory Technician,1,2018,3,No,14,3,5
33,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,4,1,Research Scientist,1,3143,6,No,19,3,10
41,Yes,Non-Travel,Research & Development,5,Life Sciences,1,Male,2,1,Research Scientist,1,2107,6,No,17,3,1
22,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,3,1,Laboratory Technician,4,2523,0,No,14,3,2
37,No,Travel_Frequently,Sales,4,Marketing,1,Male,3,1,Sales Representative,4,2793,4,No,17,3,9
29,Yes,Travel_Frequently,Sales,24,Technical Degree,3,Male,4,1,Sales Representative,1,1091,1,No,17,3,1
35,No,Non-Travel,Research & Development,8,Life Sciences,3,Female,3,2,Healthcare Representative,3,4148,1,No,12,3,14
35,Yes,Travel_Rarely,Sales,27,Life Sciences,3,Male,3,2,Sales Executive,4,5813,1,Yes,18,3,10
20,Yes,Travel_Rarely,Research & Development,11,Medical,4,Female,2,1,Research Scientist,1,2600,1,Yes,15,3,1
39,Yes,Travel_Rarely,Sales,5,Technical Degree,4,Male,3,2,Sales Representative,4,2086,3,No,14,3,1
28,No,Non-Travel,Research & Development,16,Medical,3,Male,3,1,Research Scientist,3,2144,1,No,14,3,5
37,No,Travel_Rarely,Research & Development,1,Technical Degree,2,Female,3,3,Manufacturing Director,4,7491,4,No,17,3,6
45,No,Travel_Rarely,Sales,9,Marketing,4,Male,3,3,Sales Executive,1,10761,4,Yes,12,3,5
29,No,Travel_Rarely,Sales,2,Medical,1,Male,2,2,Sales Executive,2,6644,2,No,19,3,0
40,No,Travel_Frequently,Research & Development,11,Technical Degree,4,Female,3,2,Laboratory Technician,3,6323,1,No,11,3,10
33,No,Travel_Frequently,Sales,7,Life Sciences,4,Female,3,2,Sales Executive,2,4302,0,No,17,3,3
36,No,Travel_Frequently,Research & Development,23,Medical,3,Male,4,2,Laboratory Technician,4,2571,4,No,17,3,5
33,Yes,Travel_Rarely,Research & Development,14,Medical,3,Male,3,1,Laboratory Technician,4,2436,5,Yes,13,3,5
45,No,Travel_Rarely,Research & Development,7,Medical,1,Female,3,1,Research Scientist,3,4477,4,Yes,19,3,3
50,Yes,Travel_Frequently,Sales,8,Technical Degree,2,Male,3,2,Sales Executive,3,6796,3,Yes,14,3,4
51,No,Travel_Rarely,Research & Development,2,Medical,4,Male,1,2,Manufacturing Director,2,5482,5,No,18,3,4
34,No,Travel_Rarely,Human Resources,3,Human Resources,3,Male,3,1,Human Resources,4,3737,0,No,19,3,3
18,Yes,Travel_Frequently,Sales,3,Medical,2,Female,3,1,Sales Representative,4,1569,1,Yes,12,3,0
31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,4,3,Manufacturing Director,2,7446,1,No,11,3,10
55,No,Travel_Rarely,Research & Development,1,Medical,2,Male,4,4,Research Director,4,14732,2,No,13,3,7
40,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,2,Healthcare Representative,4,6513,4,No,17,3,5
34,No,Travel_Rarely,Sales,1,Marketing,2,Male,4,2,Sales Executive,4,9725,0,No,11,3,15
37,Yes,Travel_Rarely,Research & Development,2,Other,4,Male,2,1,Laboratory Technician,3,2090,6,Yes,15,3,0
43,No,Travel_Frequently,Research & Development,9,Medical,4,Male,3,2,Laboratory Technician,3,5679,3,Yes,13,3,8
49,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,2,4,Healthcare Representative,3,13964,7,Yes,12,3,7
55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,4035,0,Yes,16,3,3
31,Yes,Travel_Frequently,Sales,1,Life Sciences,4,Female,3,1,Sales Representative,2,2302,1,Yes,11,3,3
32,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,3,1,Research Scientist,1,2956,1,No,13,3,1
34,Yes,Travel_Frequently,Sales,6,Marketing,4,Female,1,1,Sales Representative,3,2351,0,No,16,3,2
35,No,Travel_Rarely,Sales,7,Life Sciences,3,Female,3,2,Sales Executive,4,5204,1,Yes,11,3,10
25,No,Travel_Rarely,Sales,4,Marketing,3,Male,2,2,Sales Executive,1,4256,1,No,12,3,5
29,No,Travel_Rarely,Research & Development,13,Other,4,Male,2,2,Laboratory Technician,2,4025,4,Yes,13,3,4
38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,3,Manufacturing Director,3,7861,4,Yes,14,3,1
48,Yes,Travel_Frequently,Sales,7,Medical,4,Female,3,1,Sales Representative,3,2655,2,Yes,11,3,9
27,No,Travel_Frequently,Sales,8,Marketing,3,Male,3,2,Sales Executive,4,4342,0,No,19,3,4
29,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,1,Laboratory Technician,1,2062,3,No,14,3,3
38,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,3,3,Sales Executive,3,10609,0,No,12,3,16
31,Yes,Travel_Rarely,Sales,13,Medical,2,Male,3,2,Sales Executive,1,4233,2,No,17,3,3
49,No,Travel_Rarely,Research & Development,20,Medical,3,Female,3,2,Manufacturing Director,1,6567,1,No,14,3,15
28,No,Travel_Rarely,Research & Development,17,Medical,3,Male,3,2,Laboratory Technician,1,4558,1,No,12,3,10
32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,1,2,Sales Executive,2,6735,6,No,15,3,0
40,No,Travel_Frequently,Sales,2,Medical,2,Male,3,2,Sales Executive,2,4327,5,No,12,3,0
29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,2,Female,3,1,Laboratory Technician,3,3339,3,Yes,13,3,7
32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,4883,1,No,18,3,10
34,No,Non-Travel,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,3,4001,1,Yes,14,3,15
41,No,Travel_Rarely,Research & Development,7,Medical,4,Female,3,2,Manufacturing Director,3,5003,6,No,14,3,2
39,No,Non-Travel,Research & Development,1,Life Sciences,4,Male,3,2,Laboratory Technician,4,6472,1,Yes,15,3,9
43,No,Travel_Rarely,Research & Development,2,Medical,4,Female,4,1,Research Scientist,3,2645,1,No,12,3,5
32,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,1,Sales Representative,2,3931,2,No,11,3,4
33,Yes,Travel_Rarely,Research & Development,1,Other,4,Male,3,1,Research Scientist,4,2686,1,Yes,13,3,10
45,No,Travel_Frequently,Research & Development,1,Medical,2,Male,3,2,Healthcare Representative,3,5399,4,No,12,3,4
34,No,Travel_Rarely,Research & Development,2,Medical,3,Female,2,1,Research Scientist,1,4381,1,No,11,3,6
37,No,Travel_Rarely,Research & Development,21,Life Sciences,2,Male,4,1,Research Scientist,1,3564,1,Yes,12,3,8
33,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,2,Sales Executive,1,6392,2,No,13,3,2
43,No,Non-Travel,Research & Development,7,Medical,4,Male,4,1,Research Scientist,4,2089,4,No,14,3,5
29,Yes,Travel_Rarely,Research & Development,8,Other,2,Male,1,1,Laboratory Technician,1,2119,1,Yes,11,3,7
26,Yes,Travel_Frequently,Research & Development,5,Medical,3,Female,2,1,Research Scientist,3,2366,1,Yes,14,3,8
33,No,Travel_Rarely,Sales,10,Marketing,4,Male,4,3,Sales Executive,3,8380,0,Yes,14,3,9
37,No,Travel_Rarely,Human Resources,8,Other,3,Male,3,2,Human Resources,2,4071,2,No,13,3,10
40,No,Travel_Frequently,Research & Development,16,Medical,1,Male,2,2,Laboratory Technician,3,5094,6,No,14,3,1
34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,2,1,Research Scientist,4,3622,1,Yes,13,3,6
30,No,Travel_Rarely,Sales,4,Medical,3,Female,2,2,Sales Executive,2,5209,1,Yes,12,3,11
39,No,Travel_Rarely,Sales,6,Medical,4,Male,4,3,Sales Executive,3,8237,2,No,11,3,7
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,3,Female,2,1,Research Scientist,2,2546,5,No,16,3,2
37,Yes,Travel_Rarely,Research & Development,11,Medical,1,Female,1,2,Healthcare Representative,2,4777,5,No,15,3,1
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,2,1,Research Scientist,1,2362,6,No,13,3,9
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,1,Laboratory Technician,2,2210,1,No,13,3,1
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,1,Research Scientist,1,2657,5,Yes,11,3,5
36,No,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,2,3692,1,No,12,3,11
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,9824,3,No,12,3,1
27,No,Travel_Rarely,Sales,2,Life Sciences,4,Male,3,2,Sales Executive,3,4478,1,Yes,11,3,5
43,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,3,1,Research Scientist,3,2438,4,No,13,3,3
29,No,Travel_Frequently,Sales,1,Medical,2,Female,3,3,Sales Executive,4,7918,1,No,14,3,11
26,No,Travel_Frequently,Research & Development,6,Other,3,Male,4,1,Laboratory Technician,4,2544,0,No,18,3,7
30,No,Travel_Rarely,Sales,15,Marketing,3,Male,2,3,Sales Executive,1,7140,2,No,11,3,7
37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,10609,5,No,11,3,14
36,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Representative,4,4502,3,No,15,3,13
36,No,Non-Travel,Research & Development,24,Life Sciences,2,Female,3,2,Laboratory Technician,2,5674,7,No,15,3,9
26,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,2,1,Research Scientist,3,2933,1,Yes,13,3,1
41,No,Travel_Rarely,Sales,9,Life Sciences,3,Male,3,3,Sales Executive,3,8189,3,Yes,13,3,9
28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,2,3,Healthcare Representative,1,8722,1,No,12,3,10
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,4084,1,No,12,3,7
35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,3,2,Research Scientist,3,4249,1,Yes,11,3,9
19,Yes,Travel_Rarely,Human Resources,2,Technical Degree,1,Male,2,1,Human Resources,4,2564,1,No,12,3,1
30,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,2,3748,1,No,13,3,12
26,Yes,Travel_Rarely,Sales,8,Technical Degree,4,Male,2,2,Sales Executive,1,5326,6,No,17,3,4
54,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,3,3,Manufacturing Director,3,10502,7,No,17,3,5
36,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,2,Manufacturing Director,2,5131,7,No,13,3,4
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,13,3,1
55,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,3,Manufacturing Director,2,10976,3,No,18,3,3
50,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,2,3,Healthcare Representative,4,10496,6,No,15,3,4
34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,1,Research Scientist,4,2691,1,No,12,3,10
35,No,Travel_Rarely,Research & Development,18,Life Sciences,2,Male,4,2,Research Scientist,1,5208,1,No,11,3,16
32,Yes,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,4,1,Research Scientist,3,2432,3,Yes,14,3,4
34,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,2,Research Scientist,2,5433,1,No,12,3,11
25,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,3,2,Manufacturing Director,3,4898,0,No,12,3,4
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,2,1,Laboratory Technician,3,2028,5,Yes,14,3,4
31,No,Travel_Rarely,Research & Development,2,Medical,4,Female,1,1,Laboratory Technician,4,1129,1,Yes,11,3,1
31,Yes,Travel_Frequently,Sales,26,Marketing,1,Male,3,2,Sales Executive,4,5617,1,Yes,11,3,10
40,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,4,1,Laboratory Technician,3,2213,3,Yes,13,3,7
32,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,3,Research Director,4,11159,3,No,15,3,7
24,No,Non-Travel,Research & Development,4,Life Sciences,1,Male,2,1,Laboratory Technician,4,3162,0,No,17,3,5
28,No,Travel_Rarely,Research & Development,29,Life Sciences,3,Male,1,2,Manufacturing Director,2,6549,1,No,14,3,8
36,Yes,Travel_Rarely,Sales,13,Marketing,2,Male,2,2,Sales Executive,1,6134,5,Yes,13,3,2
35,Yes,Travel_Rarely,Sales,15,Medical,1,Male,1,2,Sales Executive,4,5440,6,Yes,14,3,2
30,Yes,Travel_Frequently,Sales,26,Marketing,3,Female,2,2,Sales Executive,1,6696,5,No,15,3,6
34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,2,2,Manufacturing Director,3,9547,1,No,17,3,10
19,Yes,Travel_Rarely,Human Resources,2,Technical Degree,1,Male,2,1,Human Resources,4,2564,1,No,12,3,1
44,Yes,Travel_Rarely,Research & Development,15,Medical,1,Female,3,3,Healthcare Representative,4,7978,1,No,11,3,10
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,4084,1,No,12,3,7
42,No,Travel_Rarely,Sales,12,Marketing,2,Male,3,2,Sales Executive,4,5087,3,Yes,12,3,0
20,Yes,Travel_Rarely,Research & Development,11,Medical,4,Female,2,1,Research Scientist,1,2600,1,Yes,15,3,1
50,Yes,Travel_Frequently,Sales,1,Other,4,Male,3,2,Sales Executive,3,4728,3,Yes,14,3,0
51,Yes,Travel_Frequently,Research & Development,8,Life Sciences,1,Male,1,3,Manufacturing Director,4,10650,2,No,15,3,4
44,No,Travel_Rarely,Research & Development,20,Life Sciences,4,Male,3,1,Research Scientist,2,3420,1,No,13,3,5
29,No,Non-Travel,Research & Development,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,4319,1,No,13,3,10
32,No,Travel_Rarely,Sales,2,Marketing,3,Male,3,2,Sales Executive,2,4078,0,Yes,13,3,3
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,1,Male,2,1,Human Resources,1,2335,4,Yes,15,3,2
22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,2,Manufacturing Director,3,4171,0,Yes,19,3,3
54,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,3,2,Research Scientist,3,2897,3,No,11,3,4
29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,3,1,Research Scientist,4,3760,1,No,15,3,3
34,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,2,2,Manufacturing Director,1,5957,6,No,13,3,11
35,No,Travel_Frequently,Sales,11,Marketing,4,Male,3,2,Sales Executive,4,4968,1,No,11,3,5
34,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,4,2979,3,No,17,3,0
51,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,4,2723,1,No,11,3,1
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,3,4,Healthcare Representative,4,12169,7,No,11,3,18
19,No,Travel_Rarely,Research & Development,3,Medical,2,Female,3,1,Laboratory Technician,2,1483,1,No,14,3,1
30,Yes,Travel_Rarely,Research & Development,22,Life Sciences,1,Female,3,1,Research Scientist,3,2132,4,Yes,11,3,5
33,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,2909,1,Yes,11,3,8
30,No,Travel_Rarely,Sales,5,Life Sciences,2,Female,3,3,Sales Executive,4,9419,2,No,12,3,10
37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,2,2,Manufacturing Director,3,5993,1,No,18,3,7
33,No,Travel_Rarely,Research & Development,5,Life Sciences,3,Female,2,1,Research Scientist,4,2911,1,No,13,3,2
26,Yes,Travel_Rarely,Research & Development,16,Medical,1,Male,3,1,Laboratory Technician,2,2373,2,Yes,13,3,3
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,4084,1,No,12,3,7
36,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,1,1,Laboratory Technician,3,2741,1,No,14,3,7
44,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,4,2,Healthcare Representative,1,5033,2,No,15,3,2
21,Yes,Travel_Rarely,Sales,7,Marketing,2,Male,3,1,Sales Representative,2,2679,1,No,13,3,1
36,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,4,2,Laboratory Technician,1,5562,3,Yes,13,3,3
36,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Research Scientist,3,2543,4,No,13,3,2
38,Yes,Travel_Rarely,Research & Development,29,Medical,2,Male,3,2,Healthcare Representative,1,6673,7,Yes,19,3,1
48,No,Travel_Rarely,Research & Development,20,Medical,4,Male,3,1,Research Scientist,3,2259,4,No,17,3,0
29,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,3,2,Healthcare Representative,4,8853,1,No,19,3,6
38,No,Travel_Frequently,Research & Development,10,Medical,3,Male,3,1,Research Scientist,3,2684,0,No,17,3,2
35,Yes,Travel_Rarely,Sales,15,Medical,1,Male,1,2,Sales Executive,4,5440,6,Yes,14,3,2
40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,2,Research Scientist,4,4661,1,No,13,3,9
43,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,1,2,Sales Executive,3,5346,8,No,13,3,4
23,Yes,Travel_Rarely,Research & Development,8,Medical,4,Male,2,1,Laboratory Technician,3,3989,1,Yes,11,3,5
43,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,5562,4,No,13,3,5
32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,10400,1,No,11,3,14
28,No,Non-Travel,Research & Development,1,Life Sciences,3,Female,1,2,Laboratory Technician,4,6674,0,No,11,3,9
31,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Female,1,1,Sales Representative,3,1359,1,No,12,3,1
27,No,Travel_Frequently,Research & Development,15,Life Sciences,4,Female,2,1,Research Scientist,1,4774,0,No,19,3,7
29,Yes,Travel_Rarely,Research & Development,8,Other,2,Male,1,1,Laboratory Technician,1,2119,1,Yes,11,3,7
24,No,Travel_Frequently,Sales,24,Medical,4,Male,3,1,Sales Representative,4,2400,0,No,13,3,2
26,Yes,Travel_Frequently,Research & Development,5,Medical,3,Female,2,1,Research Scientist,3,2366,1,Yes,14,3,8
31,Yes,Travel_Rarely,Sales,6,Life Sciences,2,Male,1,2,Sales Executive,3,6172,4,Yes,18,3,7
34,No,Travel_Rarely,Research & Development,1,Medical,1,Male,3,2,Manufacturing Director,2,4325,1,No,15,3,5
42,No,Travel_Frequently,Research & Development,9,Medical,1,Female,3,1,Laboratory Technician,4,3673,1,No,13,3,12
32,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,3,1,Research Scientist,3,3433,6,No,13,3,5
38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,1,Research Scientist,1,2619,3,No,17,3,0
18,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,1420,1,No,13,3,0
47,Yes,Travel_Frequently,Sales,27,Life Sciences,2,Female,4,2,Sales Executive,3,6397,4,Yes,12,3,5
41,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,4,5993,8,Yes,11,3,6
49,No,Travel_Frequently,Sales,2,Medical,4,Male,2,2,Sales Executive,2,5390,2,No,14,3,9
27,No,Travel_Rarely,Sales,9,Marketing,4,Male,3,2,Sales Executive,4,4105,1,No,14,3,7
38,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,2,3,Research Director,4,11510,0,Yes,14,3,11
24,No,Travel_Rarely,Sales,10,Marketing,4,Female,3,2,Sales Executive,3,4260,1,Yes,12,3,5
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,3,1,Human Resources,3,2742,1,No,15,3,2
44,Yes,Travel_Frequently,Research & Development,1,Medical,3,Male,3,1,Research Scientist,2,2342,1,Yes,12,3,5
58,Yes,Travel_Rarely,Research & Development,7,Medical,3,Female,2,3,Manufacturing Director,1,10008,7,Yes,14,3,10
34,No,Travel_Rarely,Sales,15,Medical,3,Female,3,2,Sales Executive,1,6125,1,No,12,3,10
25,No,Travel_Rarely,Research & Development,7,Medical,4,Male,2,1,Research Scientist,4,2889,1,No,11,3,2
21,Yes,Travel_Rarely,Sales,7,Marketing,2,Male,3,1,Sales Representative,2,2679,1,No,13,3,1
34,No,Travel_Frequently,Research & Development,10,Technical Degree,4,Male,2,2,Healthcare Representative,3,5063,1,No,14,3,8
28,Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,2,1,Laboratory Technician,1,2561,7,No,11,3,0
35,Yes,Travel_Rarely,Sales,15,Medical,1,Male,1,2,Sales Executive,4,5440,6,Yes,14,3,2
50,No,Travel_Rarely,Research & Development,1,Medical,3,Male,2,1,Laboratory Technician,3,3690,2,No,15,3,3
21,Yes,Travel_Rarely,Sales,7,Marketing,2,Male,3,1,Sales Representative,2,2679,1,No,13,3,1
36,Yes,Travel_Rarely,Research & Development,9,Medical,4,Male,2,1,Research Scientist,3,3388,0,Yes,17,3,1
29,No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,1,4723,1,Yes,18,3,10
36,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,3,2,Research Scientist,2,4485,4,No,12,3,8
58,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Male,3,1,Research Scientist,3,2372,1,No,12,3,2
25,No,Travel_Rarely,Research & Development,19,Medical,4,Male,3,1,Laboratory Technician,4,3669,3,No,11,3,3
18,Yes,Non-Travel,Research & Development,8,Medical,3,Male,3,1,Laboratory Technician,3,1904,1,No,12,3,0
32,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,2,2,Research Scientist,2,5878,3,No,12,3,7
41,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,4,5993,8,Yes,11,3,6
32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,2,Manufacturing Director,3,6162,1,No,12,3,14
32,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,9907,7,Yes,12,3,2
26,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,1,1,Laboratory Technician,3,2293,1,No,12,3,1
25,No,Travel_Rarely,Research & Development,1,Medical,4,Female,3,1,Research Scientist,2,2096,1,No,18,3,2
33,No,Travel_Rarely,Sales,10,Marketing,2,Male,3,2,Sales Executive,3,5487,1,No,14,3,10
20,Yes,Travel_Rarely,Research & Development,11,Medical,4,Female,2,1,Research Scientist,1,2600,1,Yes,15,3,1
27,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,2517,1,No,11,3,5
44,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,2362,4,No,12,3,3
27,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,2,1,Research Scientist,3,2539,1,No,13,3,4
33,No,Travel_Rarely,Research & Development,4,Medical,1,Female,2,1,Laboratory Technician,2,3838,8,No,11,3,5
20,No,Travel_Rarely,Sales,21,Marketing,3,Male,4,1,Sales Representative,4,2678,1,No,17,3,2
50,Yes,Travel_Frequently,Sales,8,Technical Degree,2,Male,3,2,Sales Executive,3,6796,3,Yes,14,3,4
40,Yes,Non-Travel,Sales,24,Life Sciences,2,Female,4,4,Sales Executive,2,13194,4,Yes,16,3,1
38,No,Travel_Rarely,Sales,2,Marketing,4,Male,3,3,Sales Executive,2,7351,7,No,16,3,1
34,Yes,Travel_Frequently,Sales,6,Marketing,4,Female,1,1,Sales Representative,3,2351,0,No,16,3,2
32,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,9907,7,Yes,12,3,2
34,No,Travel_Frequently,Research & Development,16,Life Sciences,3,Female,2,1,Research Scientist,4,2553,1,No,16,3,5
46,Yes,Travel_Rarely,Sales,9,Marketing,1,Male,3,3,Sales Executive,4,10096,4,No,11,3,7
31,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,3,3,Sales Executive,3,8161,2,No,13,3,1
35,No,Non-Travel,Sales,8,Marketing,3,Female,2,3,Sales Executive,4,10377,4,Yes,11,3,13
53,No,Travel_Frequently,Sales,2,Marketing,3,Female,2,3,Sales Executive,2,7525,2,No,12,3,15
30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,1081,1,No,13,3,1
27,No,Travel_Rarely,Research & Development,3,Medical,1,Male,2,1,Research Scientist,4,2045,0,No,13,3,4
59,No,Travel_Rarely,Research & Development,18,Medical,4,Male,3,3,Manufacturing Director,4,10512,6,No,12,3,9
31,Yes,Travel_Rarely,Sales,13,Medical,2,Male,3,2,Sales Executive,1,4233,2,No,17,3,3
46,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,3,3,Sales Executive,4,10368,4,Yes,12,3,10
25,No,Travel_Rarely,Sales,13,Medical,2,Male,3,1,Sales Representative,3,2096,1,No,11,3,7
